Client Name,Client Identifier,Scheme Category/Section Name,Scheme Category/Section Name Identifier,Unique Member Reference,Unique ID,Status of Member,Status of Registration,Gender,Short Post Code of Member,Contract Start Date,Contract End Date,Original Date of Joining,Scheme Policy Joining Date,Registration Status,Lapse Date,Count
Client_072 Ltd,CL-072,Corporate,SC-941,MBR-09526,UID-00009526,Lapsed,Cancelled,M,L15R 4FG,2018-04-24,2021-10-23,2012-11-14,2013-04-13,Cancelled,2021-10-23,1
Client_073 Ltd,CL-073,SME,SC-519,MBR-06745,UID-00006745,Lapsed,Cancelled,M,BS19 5QP,2024-09-29,2025-10-30,2011-05-11,2013-11-16,Cancelled,2025-10-30,1
Client_074 Ltd,CL-074,Corporate,SC-569,MBR-09783,UID-00009783,Lapsed,Cancelled,F,BT17B 7EN,2018-09-09,2025-10-30,2008-02-29,2008-12-07,Cancelled,2025-10-30,1
Client_074 Ltd,CL-074,Family,SC-199,MBR-04491,UID-00004491,Lapsed,Cancelled,M,B8 2TJ,2019-12-30,2022-09-20,2005-02-19,2011-02-07,Cancelled,2022-09-20,1
Client_074 Ltd,CL-074,Family,SC-412,MBR-04462,UID-00004462,Lapsed,Cancelled,M,EC16 3UT,2018-02-22,2021-04-28,2016-05-29,2016-12-18,Cancelled,2021-04-28,1
Client_074 Ltd,CL-074,Family,SC-811,MBR-04521,UID-00004521,Lapsed,Cancelled,F,SW20 4IV,2019-02-28,2025-10-30,2011-04-24,2016-12-19,Cancelled,2025-10-30,1
Client_075 Ltd,CL-075,Family,SC-653,MBR-02259,UID-00002259,Lapsed,Cancelled,M,SE6 6OQ,2020-11-30,2021-12-24,2018-03-20,2019-04-08,Cancelled,2021-12-24,1
Client_075 Ltd,CL-075,SME,SC-631,MBR-04377,UID-00004377,Lapsed,Cancelled,M,BS17 8CA,2024-09-21,2025-10-30,2013-10-19,2014-08-12,Cancelled,2025-10-30,1
Client_077 Ltd,CL-077,Corporate,SC-822,MBR-01574,UID-00001574,Lapsed,Cancelled,F,WC8M 2DC,2019-04-30,2022-11-01,2007-05-05,2011-05-08,Cancelled,2022-11-01,1
Client_077 Ltd,CL-077,Family,SC-513,MBR-01380,UID-00001380,Lapsed,Cancelled,F,SE4 9FJ,2021-04-20,2025-10-30,2016-10-07,2019-07-16,Cancelled,2025-10-30,1
Client_078 Ltd,CL-078,Corporate,SC-452,MBR-00863,UID-00000863,Lapsed,Cancelled,F,EC1 6XE,2024-06-03,2025-10-30,2017-10-27,2020-09-14,Cancelled,2025-10-30,1
Client_078 Ltd,CL-078,Family,SC-282,MBR-00899,UID-00000899,Lapsed,Cancelled,M,SE16 1RM,2023-05-24,2025-10-30,2019-07-16,2020-04-14,Cancelled,2025-10-30,1
Client_078 Ltd,CL-078,Individual,SC-118,MBR-08795,UID-00008795,Lapsed,Cancelled,M,W12 3MN,2018-06-23,2025-10-30,2009-09-30,2010-02-28,Cancelled,2025-10-30,1
Client_078 Ltd,CL-078,SME,SC-219,MBR-07270,UID-00007270,Lapsed,Cancelled,M,G5 6AL,2015-01-21,2020-12-03,2009-11-26,2010-05-04,Cancelled,2020-12-03,1
Client_078 Ltd,CL-078,SME,SC-454,MBR-08570,UID-00008570,Lapsed,Cancelled,M,BS6 5KV,2016-02-10,2019-01-04,2011-08-08,2012-10-15,Cancelled,2019-01-04,1
Client_079 Ltd,CL-079,Corporate,SC-313,MBR-04365,UID-00004365,Lapsed,Cancelled,M,M16 6HH,2016-12-17,2025-03-18,2011-08-13,2014-03-30,Cancelled,2025-03-18,1
Client_079 Ltd,CL-079,Corporate,SC-773,MBR-04717,UID-00004717,Lapsed,Cancelled,F,E8 9QD,2023-12-01,2025-10-30,2015-09-05,2018-09-05,Cancelled,2025-10-30,1
Client_079 Ltd,CL-079,Individual,SC-492,MBR-00059,UID-00000059,Lapsed,Cancelled,M,W3 3RB,2015-09-29,2018-01-29,2003-11-09,2014-05-06,Cancelled,2018-01-29,1
Client_080 Ltd,CL-080,Family,SC-694,MBR-08406,UID-00008406,Lapsed,Cancelled,M,WC12Q 3WT,2022-08-26,2025-10-30,2016-10-22,2017-01-16,Cancelled,2025-10-30,1
Client_080 Ltd,CL-080,Individual,SC-289,MBR-02967,UID-00002967,Lapsed,Cancelled,F,WC18 5QJ,2024-02-05,2025-10-30,2009-11-27,2014-07-15,Cancelled,2025-10-30,1
Client_081 Ltd,CL-081,Corporate,SC-664,MBR-01485,UID-00001485,Lapsed,Cancelled,M,BT9F 8CM,2015-10-21,2020-09-05,2008-01-28,2010-09-05,Cancelled,2020-09-05,1
Client_081 Ltd,CL-081,Corporate,SC-738,MBR-02898,UID-00002898,Lapsed,Cancelled,M,BT7 4PV,2022-09-08,2025-10-30,2018-10-25,2019-01-31,Cancelled,2025-10-30,1
Client_081 Ltd,CL-081,Family,SC-131,MBR-07239,UID-00007239,Lapsed,Cancelled,F,WC20B 1IL,2017-03-22,2022-10-31,2011-10-03,2015-09-13,Cancelled,2022-10-31,1
Client_081 Ltd,CL-081,Family,SC-399,MBR-04236,UID-00004236,Lapsed,Cancelled,M,EH10 8LT,2021-08-19,2023-05-06,2017-07-28,2019-11-20,Cancelled,2023-05-06,1
Client_081 Ltd,CL-081,Family,SC-422,MBR-07833,UID-00007833,Lapsed,Cancelled,M,L16A 1HB,2022-09-28,2024-08-18,2017-12-30,2021-05-11,Cancelled,2024-08-18,1
Client_081 Ltd,CL-081,Family,SC-835,MBR-08952,UID-00008952,Lapsed,Cancelled,F,EH1 9NL,2015-04-02,2018-09-17,2000-12-22,2006-01-12,Cancelled,2018-09-17,1
Client_082 Ltd,CL-082,Corporate,SC-334,MBR-03955,UID-00003955,Lapsed,Cancelled,M,BS6 5OF,2019-08-19,2025-10-30,2016-04-22,2016-11-06,Cancelled,2025-10-30,1
Client_082 Ltd,CL-082,Family,SC-465,MBR-03091,UID-00003091,Lapsed,Cancelled,M,CF15B 8WH,2021-08-15,2025-10-30,2010-08-14,2018-01-13,Cancelled,2025-10-30,1
Client_082 Ltd,CL-082,Family,SC-912,MBR-01519,UID-00001519,Lapsed,Cancelled,M,BT11N 1QZ,2021-06-01,2023-08-10,2010-01-06,2017-02-07,Cancelled,2023-08-10,1
Client_082 Ltd,CL-082,Individual,SC-835,MBR-07859,UID-00007859,Lapsed,Cancelled,M,BS1 6LR,2019-05-14,2021-10-03,2013-08-28,2019-03-08,Cancelled,2021-10-03,1
Client_082 Ltd,CL-082,SME,SC-669,MBR-08296,UID-00008296,Lapsed,Cancelled,F,E20O 6UN,2024-12-17,2025-10-30,2014-11-06,2017-01-23,Cancelled,2025-10-30,1
Client_083 Ltd,CL-083,Family,SC-459,MBR-02494,UID-00002494,Lapsed,Cancelled,M,L8 6UP,2020-06-27,2025-10-30,2011-12-09,2017-09-10,Cancelled,2025-10-30,1
Client_083 Ltd,CL-083,Individual,SC-544,MBR-05936,UID-00005936,Lapsed,Cancelled,F,EH7 9MP,2022-08-13,2025-10-30,2014-03-27,2021-04-01,Cancelled,2025-10-30,1
Client_083 Ltd,CL-083,Individual,SC-637,MBR-08608,UID-00008608,Lapsed,Cancelled,M,N3G 6JW,2016-08-07,2024-01-11,2005-11-23,2013-09-06,Cancelled,2024-01-11,1
Client_083 Ltd,CL-083,SME,SC-484,MBR-04511,UID-00004511,Lapsed,Cancelled,M,CF15 4LC,2021-04-03,2022-10-03,2010-07-15,2010-10-22,Cancelled,2022-10-03,1
Client_084 Ltd,CL-084,Corporate,SC-229,MBR-04024,UID-00004024,Lapsed,Cancelled,F,WC2 2OX,2017-06-01,2019-04-04,2003-02-13,2009-01-21,Cancelled,2019-04-04,1
Client_084 Ltd,CL-084,Corporate,SC-819,MBR-02585,UID-00002585,Lapsed,Cancelled,F,NW10N 8HW,2017-10-26,2025-10-30,2011-01-31,2017-01-26,Cancelled,2025-10-30,1
Client_084 Ltd,CL-084,Individual,SC-907,MBR-02617,UID-00002617,Lapsed,Cancelled,M,L7 9FD,2023-10-26,2025-10-30,2022-03-31,2022-07-14,Cancelled,2025-10-30,1
Client_084 Ltd,CL-084,SME,SC-775,MBR-01223,UID-00001223,Lapsed,Cancelled,M,B14 6GN,2016-11-08,2021-01-17,2003-02-23,2016-01-07,Cancelled,2021-01-17,1
Client_084 Ltd,CL-084,SME,SC-815,MBR-00955,UID-00000955,Lapsed,Cancelled,M,SW20 4GS,2019-03-25,2023-06-29,2018-02-02,2019-01-01,Cancelled,2023-06-29,1
Client_085 Ltd,CL-085,Corporate,SC-644,MBR-04751,UID-00004751,Lapsed,Cancelled,M,WC3 3XE,2018-08-20,2023-09-19,2016-12-26,2017-10-28,Cancelled,2023-09-19,1
Client_085 Ltd,CL-085,Family,SC-154,MBR-06350,UID-00006350,Lapsed,Cancelled,F,EH10 3OX,2015-01-06,2022-02-11,2008-11-14,2009-04-22,Cancelled,2022-02-11,1
Client_086 Ltd,CL-086,Corporate,SC-968,MBR-09591,UID-00009591,Lapsed,Cancelled,M,SW15 1DM,2017-03-30,2022-02-11,2007-08-31,2016-08-09,Cancelled,2022-02-11,1
Client_088 Ltd,CL-088,Family,SC-752,MBR-02139,UID-00002139,Lapsed,Cancelled,M,NW9 7FF,2017-11-19,2023-01-25,2016-07-02,2017-08-14,Cancelled,2023-01-25,1
Client_089 Ltd,CL-089,Corporate,SC-258,MBR-09624,UID-00009624,Lapsed,Cancelled,F,N5 7ZY,2018-10-17,2025-10-30,2009-08-21,2012-05-26,Cancelled,2025-10-30,1
Client_089 Ltd,CL-089,Family,SC-615,MBR-03854,UID-00003854,Lapsed,Cancelled,F,G18 5MW,2015-12-21,2020-01-15,2002-08-14,2014-02-25,Cancelled,2020-01-15,1
Client_089 Ltd,CL-089,Family,SC-974,MBR-00553,UID-00000553,Lapsed,Cancelled,F,EH14 8BC,2016-05-28,2019-04-18,2014-03-15,2015-01-28,Cancelled,2019-04-18,1
Client_090 Ltd,CL-090,Individual,SC-205,MBR-03496,UID-00003496,Lapsed,Cancelled,M,W7A 4AH,2015-11-16,2022-10-15,2011-01-29,2012-06-18,Cancelled,2022-10-15,1
Client_091 Ltd,CL-091,Family,SC-164,MBR-00785,UID-00000785,Lapsed,Cancelled,M,NW6 8AG,2020-04-15,2025-10-30,2014-06-09,2015-05-15,Cancelled,2025-10-30,1
Client_091 Ltd,CL-091,Individual,SC-386,MBR-08924,UID-00008924,Lapsed,Cancelled,F,WC19 2AM,2015-10-27,2021-01-30,2008-05-01,2010-09-04,Cancelled,2021-01-30,1
Client_092 Ltd,CL-092,Corporate,SC-548,MBR-09004,UID-00009004,Lapsed,Cancelled,M,B10 4KD,2021-05-03,2025-10-30,2013-02-22,2016-12-24,Cancelled,2025-10-30,1
Client_093 Ltd,CL-093,Individual,SC-985,MBR-06622,UID-00006622,Lapsed,Cancelled,M,E3 4IW,2020-07-23,2024-03-19,2015-10-25,2017-09-25,Cancelled,2024-03-19,1
Client_095 Ltd,CL-095,Corporate,SC-695,MBR-04548,UID-00004548,Lapsed,Cancelled,F,BT11 1GB,2023-02-25,2025-10-30,2008-09-08,2022-04-20,Cancelled,2025-10-30,1
Client_095 Ltd,CL-095,Individual,SC-557,MBR-00367,UID-00000367,Lapsed,Cancelled,F,E15 6NW,2019-07-09,2025-10-30,2016-10-03,2016-11-25,Cancelled,2025-10-30,1
Client_096 Ltd,CL-096,Corporate,SC-117,MBR-09501,UID-00009501,Lapsed,Cancelled,M,L4T 6NG,2017-07-16,2023-02-24,2013-08-04,2015-03-10,Cancelled,2023-02-24,1
Client_096 Ltd,CL-096,Corporate,SC-335,MBR-06650,UID-00006650,Lapsed,Cancelled,F,NW18 2IX,2024-08-19,2025-10-30,2022-02-05,2023-02-03,Cancelled,2025-10-30,1
Client_096 Ltd,CL-096,Family,SC-608,MBR-07251,UID-00007251,Lapsed,Cancelled,F,B16B 9BU,2022-08-30,2025-10-30,2011-02-10,2020-10-31,Cancelled,2025-10-30,1
Client_096 Ltd,CL-096,SME,SC-480,MBR-01748,UID-00001748,Lapsed,Cancelled,M,CF2 7HG,2019-05-31,2023-06-12,2015-09-25,2017-01-19,Cancelled,2023-06-12,1
Client_096 Ltd,CL-096,SME,SC-602,MBR-08893,UID-00008893,Lapsed,Cancelled,F,B1 4IZ,2015-01-02,2018-05-10,2000-05-01,2013-01-04,Cancelled,2018-05-10,1
Client_098 Ltd,CL-098,Family,SC-746,MBR-03966,UID-00003966,Lapsed,Cancelled,F,WC13 1NA,2021-04-22,2024-08-08,2009-01-08,2010-03-10,Cancelled,2024-08-08,1
Client_099 Ltd,CL-099,Corporate,SC-355,MBR-00479,UID-00000479,Lapsed,Cancelled,F,NW19 5TR,2015-02-07,2021-11-16,2012-08-28,2014-04-16,Cancelled,2021-11-16,1
Client_100 Ltd,CL-100,Family,SC-610,MBR-02218,UID-00002218,Lapsed,Cancelled,M,SE7 2EQ,2018-05-11,2024-10-30,2016-10-07,2018-05-10,Cancelled,2024-10-30,1
Client_101 Ltd,CL-101,Corporate,SC-199,MBR-09036,UID-00009036,Lapsed,Cancelled,F,WC20S 8EX,2016-06-13,2024-03-29,2010-03-06,2015-05-05,Cancelled,2024-03-29,1
Client_101 Ltd,CL-101,Corporate,SC-837,MBR-05298,UID-00005298,Lapsed,Cancelled,F,CF11 3HS,2020-08-21,2025-08-26,2014-06-13,2018-11-19,Cancelled,2025-08-26,1
Client_101 Ltd,CL-101,Family,SC-745,MBR-09605,UID-00009605,Lapsed,Cancelled,F,BT12 2NX,2024-02-29,2025-10-30,2021-07-04,2021-09-21,Cancelled,2025-10-30,1
Client_102 Ltd,CL-102,Corporate,SC-825,MBR-05198,UID-00005198,Lapsed,Cancelled,M,B3W 3LL,2015-09-13,2022-09-01,2005-01-17,2012-05-24,Cancelled,2022-09-01,1
Client_102 Ltd,CL-102,Corporate,SC-961,MBR-03879,UID-00003879,Lapsed,Cancelled,F,L12 5AL,2017-06-13,2021-06-05,2009-08-12,2013-06-23,Cancelled,2021-06-05,1
Client_102 Ltd,CL-102,Family,SC-936,MBR-06125,UID-00006125,Lapsed,Cancelled,F,BS6 8RU,2018-12-31,2025-10-18,2008-04-29,2012-02-08,Cancelled,2025-10-18,1
Client_102 Ltd,CL-102,SME,SC-108,MBR-07094,UID-00007094,Lapsed,Cancelled,M,E1Z 2AZ,2016-11-19,2023-04-14,2007-11-28,2015-03-06,Cancelled,2023-04-14,1
Client_103 Ltd,CL-103,Corporate,SC-178,MBR-05291,UID-00005291,Lapsed,Cancelled,M,SW3 4UP,2017-12-07,2019-01-27,2007-05-17,2012-10-07,Cancelled,2019-01-27,1
Client_103 Ltd,CL-103,Corporate,SC-425,MBR-05128,UID-00005128,Lapsed,Cancelled,M,N10 7FS,2022-11-29,2025-10-30,2008-08-10,2010-10-11,Cancelled,2025-10-30,1
Client_103 Ltd,CL-103,Family,SC-319,MBR-08791,UID-00008791,Lapsed,Cancelled,F,N6 6QQ,2023-01-12,2025-10-30,2012-05-08,2018-11-30,Cancelled,2025-10-30,1
Client_104 Ltd,CL-104,Corporate,SC-337,MBR-09102,UID-00009102,Lapsed,Cancelled,F,B7 3ZP,2021-06-20,2025-08-10,2016-08-13,2018-06-23,Cancelled,2025-08-10,1
Client_104 Ltd,CL-104,Corporate,SC-868,MBR-08006,UID-00008006,Lapsed,Cancelled,M,WC9 2MJ,2018-04-16,2023-07-30,2004-12-11,2017-08-25,Cancelled,2023-07-30,1
Client_104 Ltd,CL-104,Family,SC-184,MBR-08585,UID-00008585,Lapsed,Cancelled,M,N16R 8DD,2017-02-18,2019-07-07,2009-07-12,2012-11-05,Cancelled,2019-07-07,1
Client_104 Ltd,CL-104,Family,SC-216,MBR-05143,UID-00005143,Lapsed,Cancelled,F,BS16Y 9KQ,2017-02-01,2019-10-21,2013-06-08,2016-02-25,Cancelled,2019-10-21,1
Client_104 Ltd,CL-104,Family,SC-925,MBR-07384,UID-00007384,Lapsed,Cancelled,F,BT9 6FS,2021-11-06,2024-04-10,2012-01-10,2017-10-08,Cancelled,2024-04-10,1
Client_105 Ltd,CL-105,Family,SC-276,MBR-04583,UID-00004583,Lapsed,Cancelled,F,G7 4WF,2015-01-27,2016-02-25,2004-06-06,2009-05-01,Cancelled,2016-02-25,1
Client_105 Ltd,CL-105,Family,SC-522,MBR-07904,UID-00007904,Lapsed,Cancelled,F,SW3 3YK,2022-10-17,2024-09-20,2011-01-08,2014-03-14,Cancelled,2024-09-20,1
Client_105 Ltd,CL-105,Family,SC-841,MBR-08605,UID-00008605,Lapsed,Cancelled,M,W13 5KH,2020-01-29,2025-10-30,2017-03-26,2019-06-17,Cancelled,2025-10-30,1
Client_105 Ltd,CL-105,Family,SC-987,MBR-08210,UID-00008210,Lapsed,Cancelled,M,CF18 4UO,2019-11-07,2021-05-19,2007-08-19,2017-02-25,Cancelled,2021-05-19,1
Client_106 Ltd,CL-106,Corporate,SC-491,MBR-03681,UID-00003681,Lapsed,Cancelled,F,NW1 9KY,2022-10-06,2025-10-30,2012-03-13,2014-01-13,Cancelled,2025-10-30,1
Client_106 Ltd,CL-106,Corporate,SC-869,MBR-03452,UID-00003452,Lapsed,Cancelled,F,WC12 4PG,2023-08-22,2025-10-30,2016-07-05,2017-03-27,Cancelled,2025-10-30,1
Client_107 Ltd,CL-107,Corporate,SC-793,MBR-09070,UID-00009070,Lapsed,Cancelled,M,CF18 5HS,2020-04-14,2025-10-30,2005-08-01,2015-12-13,Cancelled,2025-10-30,1
Client_108 Ltd,CL-108,Individual,SC-122,MBR-05073,UID-00005073,Lapsed,Cancelled,M,B7 2AN,2019-02-01,2021-09-21,2014-04-25,2017-05-28,Cancelled,2021-09-21,1
Client_109 Ltd,CL-109,Family,SC-779,MBR-01160,UID-00001160,Lapsed,Cancelled,M,M16 2TX,2018-11-07,2022-10-14,2006-05-18,2011-08-23,Cancelled,2022-10-14,1
Client_111 Ltd,CL-111,Corporate,SC-869,MBR-02176,UID-00002176,Lapsed,Cancelled,F,EC7 5FF,2019-01-14,2022-03-08,2007-09-07,2013-12-01,Cancelled,2022-03-08,1
Client_112 Ltd,CL-112,Family,SC-203,MBR-01477,UID-00001477,Lapsed,Cancelled,F,L19 5CF,2024-06-14,2025-10-30,2020-12-04,2023-09-12,Cancelled,2025-10-30,1
Client_112 Ltd,CL-112,Family,SC-976,MBR-04795,UID-00004795,Lapsed,Cancelled,M,W10G 5YR,2019-08-23,2025-08-27,2018-01-06,2018-03-29,Cancelled,2025-08-27,1
Client_112 Ltd,CL-112,SME,SC-995,MBR-02444,UID-00002444,Lapsed,Cancelled,F,EH9 4DV,2022-10-29,2025-10-30,2009-03-17,2017-02-04,Cancelled,2025-10-30,1
Client_113 Ltd,CL-113,Family,SC-689,MBR-06782,UID-00006782,Lapsed,Cancelled,M,SE8 2NL,2017-10-10,2025-10-30,2016-05-28,2017-06-28,Cancelled,2025-10-30,1
Client_114 Ltd,CL-114,Corporate,SC-737,MBR-09815,UID-00009815,Lapsed,Cancelled,F,EH12G 8UC,2016-04-23,2024-11-25,2003-02-12,2011-04-16,Cancelled,2024-11-25,1
Client_114 Ltd,CL-114,Family,SC-109,MBR-03699,UID-00003699,Lapsed,Cancelled,F,BT9 6DW,2015-02-22,2017-03-13,2004-10-29,2009-05-16,Cancelled,2017-03-13,1
Client_114 Ltd,CL-114,Individual,SC-428,MBR-04523,UID-00004523,Lapsed,Cancelled,F,G1H 5PO,2022-10-13,2025-06-14,2008-12-15,2019-10-04,Cancelled,2025-06-14,1
Client_114 Ltd,CL-114,Individual,SC-657,MBR-09811,UID-00009811,Lapsed,Cancelled,M,CF8 5NQ,2016-12-26,2021-11-11,2013-11-18,2016-05-10,Cancelled,2021-11-11,1
Client_116 Ltd,CL-116,Family,SC-458,MBR-03109,UID-00003109,Lapsed,Cancelled,F,B4 7DE,2023-01-23,2025-10-30,2009-08-18,2022-12-05,Cancelled,2025-10-30,1
Client_117 Ltd,CL-117,Corporate,SC-602,MBR-00122,UID-00000122,Lapsed,Cancelled,F,N7S 5XS,2016-11-11,2019-08-16,2010-07-13,2016-02-27,Cancelled,2019-08-16,1
Client_118 Ltd,CL-118,Corporate,SC-677,MBR-07478,UID-00007478,Lapsed,Cancelled,M,M16 3YS,2019-07-30,2022-09-03,2014-01-16,2018-03-06,Cancelled,2022-09-03,1
Client_118 Ltd,CL-118,Individual,SC-462,MBR-08325,UID-00008325,Lapsed,Cancelled,M,BT15 2QA,2024-03-14,2025-10-30,2010-12-07,2011-04-12,Cancelled,2025-10-30,1
Client_118 Ltd,CL-118,SME,SC-697,MBR-08390,UID-00008390,Lapsed,Cancelled,M,G7 5AR,2022-11-14,2025-10-30,2010-02-13,2017-08-05,Cancelled,2025-10-30,1
Client_119 Ltd,CL-119,Family,SC-423,MBR-08422,UID-00008422,Lapsed,Cancelled,M,G14M 2EN,2015-04-22,2021-10-31,2008-07-27,2015-04-18,Cancelled,2021-10-31,1
Client_119 Ltd,CL-119,Family,SC-555,MBR-02095,UID-00002095,Lapsed,Cancelled,M,NW12Z 3WX,2018-10-17,2025-04-13,2012-02-12,2013-09-18,Cancelled,2025-04-13,1
Client_120 Ltd,CL-120,Corporate,SC-124,MBR-02721,UID-00002721,Lapsed,Cancelled,F,N14A 6WK,2021-08-12,2025-10-30,2008-09-08,2020-03-21,Cancelled,2025-10-30,1
Client_120 Ltd,CL-120,Family,SC-300,MBR-05686,UID-00005686,Lapsed,Cancelled,F,SE10Z 4KW,2016-02-04,2021-06-13,2007-09-01,2013-01-01,Cancelled,2021-06-13,1
Client_120 Ltd,CL-120,Family,SC-538,MBR-09774,UID-00009774,Lapsed,Cancelled,M,N8 2GE,2018-08-19,2025-10-30,2004-05-31,2010-01-04,Cancelled,2025-10-30,1
Client_120 Ltd,CL-120,Family,SC-628,MBR-06016,UID-00006016,Lapsed,Cancelled,F,BT5 4PT,2018-07-24,2025-02-03,2012-02-07,2016-04-15,Cancelled,2025-02-03,1
Client_121 Ltd,CL-121,Corporate,SC-478,MBR-01607,UID-00001607,Lapsed,Cancelled,M,NW3 9JL,2024-11-03,2025-10-30,2023-01-25,2023-01-31,Cancelled,2025-10-30,1
Client_121 Ltd,CL-121,SME,SC-374,MBR-01787,UID-00001787,Lapsed,Cancelled,F,EC16 6ZO,2018-05-05,2025-10-30,2011-07-30,2012-02-18,Cancelled,2025-10-30,1
Client_121 Ltd,CL-121,SME,SC-954,MBR-04920,UID-00004920,Lapsed,Cancelled,M,W13 7QE,2024-01-26,2025-10-30,2009-06-18,2019-09-23,Cancelled,2025-10-30,1
Client_122 Ltd,CL-122,Individual,SC-478,MBR-02395,UID-00002395,Lapsed,Cancelled,F,L6 4LM,2022-01-05,2023-05-18,2012-03-04,2020-12-26,Cancelled,2023-05-18,1
Client_124 Ltd,CL-124,Family,SC-399,MBR-01880,UID-00001880,Lapsed,Cancelled,F,B16M 1OB,2024-03-20,2025-10-30,2011-11-18,2014-09-06,Cancelled,2025-10-30,1
Client_124 Ltd,CL-124,Family,SC-561,MBR-01947,UID-00001947,Lapsed,Cancelled,M,L14 4HC,2020-06-28,2025-10-30,2010-09-11,2013-02-07,Cancelled,2025-10-30,1
Client_124 Ltd,CL-124,SME,SC-188,MBR-07753,UID-00007753,Lapsed,Cancelled,M,EC5 8EA,2015-10-16,2019-01-21,2001-11-20,2011-03-28,Cancelled,2019-01-21,1
Client_125 Ltd,CL-125,Corporate,SC-716,MBR-09372,UID-00009372,Lapsed,Cancelled,M,L3 1JQ,2017-08-16,2025-10-30,2014-04-16,2014-05-09,Cancelled,2025-10-30,1
Client_127 Ltd,CL-127,Corporate,SC-288,MBR-02222,UID-00002222,Lapsed,Cancelled,F,EC20 1SN,2017-02-24,2020-02-28,2011-06-19,2015-02-26,Cancelled,2020-02-28,1
Client_127 Ltd,CL-127,Corporate,SC-521,MBR-06621,UID-00006621,Lapsed,Cancelled,M,WC9 2IW,2024-03-28,2025-10-30,2014-06-18,2015-10-25,Cancelled,2025-10-30,1
Client_127 Ltd,CL-127,Family,SC-506,MBR-01736,UID-00001736,Lapsed,Cancelled,F,W3 6AH,2020-08-09,2025-10-30,2009-01-22,2016-05-19,Cancelled,2025-10-30,1
Client_127 Ltd,CL-127,Individual,SC-552,MBR-07272,UID-00007272,Lapsed,Cancelled,F,N1 8CE,2015-11-12,2019-07-28,2009-10-18,2014-11-02,Cancelled,2019-07-28,1
Client_128 Ltd,CL-128,Corporate,SC-152,MBR-07459,UID-00007459,Lapsed,Cancelled,M,NW1Q 5LI,2021-10-09,2025-10-30,2017-10-22,2020-08-04,Cancelled,2025-10-30,1
Client_129 Ltd,CL-129,Family,SC-621,MBR-00762,UID-00000762,Lapsed,Cancelled,M,B3W 8PF,2019-08-29,2025-10-30,2008-10-16,2013-07-19,Cancelled,2025-10-30,1
Client_129 Ltd,CL-129,Family,SC-791,MBR-08511,UID-00008511,Lapsed,Cancelled,M,SW16 5JI,2017-09-04,2019-01-03,2005-01-11,2008-07-08,Cancelled,2019-01-03,1
Client_130 Ltd,CL-130,Corporate,SC-773,MBR-09607,UID-00009607,Lapsed,Cancelled,F,BS1 9FF,2023-02-19,2025-10-30,2016-10-28,2019-03-25,Cancelled,2025-10-30,1
Client_130 Ltd,CL-130,Family,SC-880,MBR-00135,UID-00000135,Lapsed,Cancelled,F,WC9 4ND,2016-05-27,2025-08-23,2008-10-30,2010-12-31,Cancelled,2025-08-23,1
Client_131 Ltd,CL-131,Family,SC-638,MBR-04744,UID-00004744,Lapsed,Cancelled,B,BT14 5FU,2019-03-13,2025-10-30,2007-11-17,2010-01-19,Cancelled,2025-10-30,1
Client_131 Ltd,CL-131,Family,SC-877,MBR-06229,UID-00006229,Lapsed,Cancelled,F,G1 1PP,2019-04-03,2023-05-12,2014-12-03,2016-03-16,Cancelled,2023-05-12,1
Client_131 Ltd,CL-131,Individual,SC-326,MBR-04638,UID-00004638,Lapsed,Cancelled,F,N17 9PL,2016-02-16,2024-09-12,2008-12-21,2009-04-25,Cancelled,2024-09-12,1
Client_132 Ltd,CL-132,Corporate,SC-368,MBR-01129,UID-00001129,Lapsed,Cancelled,M,SW10 9EP,2018-11-25,2023-07-06,2016-08-13,2016-08-29,Cancelled,2023-07-06,1
Client_133 Ltd,CL-133,Corporate,SC-753,MBR-01248,UID-00001248,Lapsed,Cancelled,M,N15 7ZB,2016-10-08,2017-12-09,2004-05-19,2016-04-27,Cancelled,2017-12-09,1
Client_133 Ltd,CL-133,Family,SC-665,MBR-05598,UID-00005598,Lapsed,Cancelled,F,N3O 8JW,2019-07-03,2025-10-30,2014-03-09,2016-01-25,Cancelled,2025-10-30,1
Client_133 Ltd,CL-133,Individual,SC-111,MBR-06028,UID-00006028,Lapsed,Cancelled,M,G12 6LN,2017-09-05,2025-10-30,2012-02-17,2017-05-16,Cancelled,2025-10-30,1
Client_133 Ltd,CL-133,SME,SC-847,MBR-06186,UID-00006186,Lapsed,Cancelled,F,BT19 6DM,2015-10-06,2019-02-06,2008-01-28,2009-10-27,Cancelled,2019-02-06,1
Client_134 Ltd,CL-134,Corporate,SC-153,MBR-02164,UID-00002164,Lapsed,Cancelled,F,CF5R 6DH,2018-01-15,2025-10-30,2008-09-03,2015-11-24,Cancelled,2025-10-30,1
Client_134 Ltd,CL-134,Corporate,SC-942,MBR-04244,UID-00004244,Lapsed,Cancelled,M,EC1 3SG,2015-08-18,2021-02-24,2001-04-02,2007-09-06,Cancelled,2021-02-24,1
Client_135 Ltd,CL-135,Family,SC-611,MBR-06351,UID-00006351,Lapsed,Cancelled,M,W17F 5AF,2021-05-17,2023-08-30,2014-05-29,2017-08-20,Cancelled,2023-08-30,1
